feature	annA	geneA	txA	annB	geneB	txB	stats
gene	Liftoff	gene:ENSSSAG00000065769	.	Ensembl	gene:ENSSSAG00000065769	.	txA=2;txB=3;overlap_tx_pairs=4;matching_tx_pairs=2;exon_bp_A=2195;exon_bp_B=4971;exon_bp_overlap=2195;gene_bp_overlap=30564;strand_match=1
transcript	Liftoff	gene:ENSSSAG00000065769	transcript:ENSSSAT00000110389	Ensembl	gene:ENSSSAG00000065769	transcript:ENSSSAT00000234224	exonsA=2;exonsB=3;match_exons=0;intronsA=1;intronsB=2;match_introns=0;bpA=1450;bpB=4218;bp_overlap=939;cds_bpA=810;cds_bpB=903;cds_bp_overlap_same_phase=368
transcript	Liftoff	gene:ENSSSAG00000065769	transcript:ENSSSAT00000110389	Ensembl	gene:ENSSSAG00000065769	transcript:ENSSSAT00000110389	exonsA=2;exonsB=2;match_exons=2;intronsA=1;intronsB=1;match_introns=1;bpA=1450;bpB=1450;bp_overlap=1450;cds_bpA=810;cds_bpB=810;cds_bp_overlap_same_phase=810
transcript	Liftoff	gene:ENSSSAG00000065769	transcript:ENSSSAT00000110393	Ensembl	gene:ENSSSAG00000065769	transcript:ENSSSAT00000234224	exonsA=2;exonsB=3;match_exons=0;intronsA=1;intronsB=2;match_introns=0;bpA=745;bpB=4218;bp_overlap=503;cds_bpA=705;cds_bpB=903;cds_bp_overlap_same_phase=487
transcript	Liftoff	gene:ENSSSAG00000065769	transcript:ENSSSAT00000110393	Ensembl	gene:ENSSSAG00000065769	transcript:ENSSSAT00000110393	exonsA=2;exonsB=2;match_exons=2;intronsA=1;intronsB=1;match_introns=1;bpA=745;bpB=745;bp_overlap=745;cds_bpA=705;cds_bpB=705;cds_bp_overlap_same_phase=705
gene	Liftoff	gene:ENSSSAG00000065777	.	Ensembl	gene:ENSSSAG00000065777	.	txA=1;txB=2;overlap_tx_pairs=2;matching_tx_pairs=0;exon_bp_A=688;exon_bp_B=1783;exon_bp_overlap=688;gene_bp_overlap=1244;strand_match=1
transcript	Liftoff	gene:ENSSSAG00000065777	transcript:ENSSSAT00000110410	Ensembl	gene:ENSSSAG00000065777	transcript:ENSSSAT00000245752	exonsA=2;exonsB=2;match_exons=1;intronsA=1;intronsB=1;match_introns=1;bpA=688;bpB=1299;bp_overlap=688;cds_bpA=687;cds_bpB=687;cds_bp_overlap_same_phase=687
transcript	Liftoff	gene:ENSSSAG00000065777	transcript:ENSSSAT00000110410	Ensembl	gene:ENSSSAG00000065777	transcript:ENSSSAT00000110410	exonsA=2;exonsB=3;match_exons=1;intronsA=1;intronsB=2;match_introns=1;bpA=688;bpB=1084;bp_overlap=600;cds_bpA=687;cds_bpB=645;cds_bp_overlap_same_phase=599
gene	Liftoff	gene:ENSSSAG00000065782	.	Ensembl	gene:ENSSSAG00000065782	.	txA=1;txB=1;overlap_tx_pairs=1;matching_tx_pairs=0;exon_bp_A=1364;exon_bp_B=2465;exon_bp_overlap=1358;gene_bp_overlap=2658;strand_match=1
transcript	Liftoff	gene:ENSSSAG00000065782	transcript:ENSSSAT00000110421	Ensembl	gene:ENSSSAG00000065782	transcript:ENSSSAT00000110421	exonsA=2;exonsB=2;match_exons=0;intronsA=1;intronsB=1;match_introns=0;bpA=1364;bpB=2465;bp_overlap=1358;cds_bpA=768;cds_bpB=762;cds_bp_overlap_same_phase=762
gene	Liftoff	gene:ENSSSAG00000065789	.	Ensembl	gene:ENSSSAG00000116370	.	txA=3;txB=1;overlap_tx_pairs=2;matching_tx_pairs=1;exon_bp_A=4238;exon_bp_B=1112;exon_bp_overlap=1112;gene_bp_overlap=2129;strand_match=1
transcript	Liftoff	gene:ENSSSAG00000065789	transcript:ENSSSAT00000110436	Ensembl	gene:ENSSSAG00000116370	transcript:ENSSSAT00000110437	exonsA=2;exonsB=2;match_exons=0;intronsA=1;intronsB=1;match_introns=0;bpA=2828;bpB=1112;bp_overlap=375;cds_bpA=993;cds_bpB=789;cds_bp_overlap_same_phase=248
transcript	Liftoff	gene:ENSSSAG00000065789	transcript:ENSSSAT00000110437	Ensembl	gene:ENSSSAG00000116370	transcript:ENSSSAT00000110437	exonsA=2;exonsB=2;match_exons=2;intronsA=1;intronsB=1;match_introns=1;bpA=1112;bpB=1112;bp_overlap=1112;cds_bpA=789;cds_bpB=789;cds_bp_overlap_same_phase=789
gene	Liftoff	gene:ENSSSAG00000065789	.	Ensembl	gene:ENSSSAG00000065789	.	txA=3;txB=2;overlap_tx_pairs=4;matching_tx_pairs=1;exon_bp_A=4238;exon_bp_B=1499;exon_bp_overlap=1418;gene_bp_overlap=4515;strand_match=1
transcript	Liftoff	gene:ENSSSAG00000065789	transcript:ENSSSAT00000110436	Ensembl	gene:ENSSSAG00000065789	transcript:ENSSSAT00000110436	exonsA=2;exonsB=3;match_exons=0;intronsA=1;intronsB=2;match_introns=0;bpA=2828;bpB=1110;bp_overlap=745;cds_bpA=993;cds_bpB=945;cds_bp_overlap_same_phase=745
transcript	Liftoff	gene:ENSSSAG00000065789	transcript:ENSSSAT00000110436	Ensembl	gene:ENSSSAG00000065789	transcript:ENSSSAT00000110439	exonsA=2;exonsB=2;match_exons=0;intronsA=1;intronsB=1;match_introns=0;bpA=2828;bpB=1418;bp_overlap=745;cds_bpA=993;cds_bpB=1026;cds_bp_overlap_same_phase=745
transcript	Liftoff	gene:ENSSSAG00000065789	transcript:ENSSSAT00000110439	Ensembl	gene:ENSSSAG00000065789	transcript:ENSSSAT00000110436	exonsA=2;exonsB=3;match_exons=1;intronsA=1;intronsB=2;match_introns=1;bpA=1418;bpB=1110;bp_overlap=1029;cds_bpA=1026;cds_bpB=945;cds_bp_overlap_same_phase=866
transcript	Liftoff	gene:ENSSSAG00000065789	transcript:ENSSSAT00000110439	Ensembl	gene:ENSSSAG00000065789	transcript:ENSSSAT00000110439	exonsA=2;exonsB=2;match_exons=2;intronsA=1;intronsB=1;match_introns=1;bpA=1418;bpB=1418;bp_overlap=1418;cds_bpA=1026;cds_bpB=1026;cds_bp_overlap_same_phase=1026
gene	Liftoff	gene:ENSSSAG00000065795	.	Ensembl	gene:ENSSSAG00000065795	.	txA=1;txB=1;overlap_tx_pairs=1;matching_tx_pairs=0;exon_bp_A=1897;exon_bp_B=1475;exon_bp_overlap=1041;gene_bp_overlap=2991;strand_match=1
transcript	Liftoff	gene:ENSSSAG00000065795	transcript:ENSSSAT00000110454	Ensembl	gene:ENSSSAG00000065795	transcript:ENSSSAT00000110454	exonsA=2;exonsB=2;match_exons=0;intronsA=1;intronsB=1;match_introns=1;bpA=1897;bpB=1475;bp_overlap=1041;cds_bpA=933;cds_bpB=933;cds_bp_overlap_same_phase=933
gene	Liftoff	gene:ENSSSAG00000065800	.	Ensembl	gene:ENSSSAG00000065800	.	txA=2;txB=1;overlap_tx_pairs=2;matching_tx_pairs=0;exon_bp_A=1143;exon_bp_B=1566;exon_bp_overlap=927;gene_bp_overlap=2520;strand_match=1
transcript	Liftoff	gene:ENSSSAG00000065800	transcript:ENSSSAT00000110460	Ensembl	gene:ENSSSAG00000065800	transcript:ENSSSAT00000110460	exonsA=3;exonsB=3;match_exons=2;intronsA=2;intronsB=2;match_introns=2;bpA=927;bpB=1566;bp_overlap=927;cds_bpA=855;cds_bpB=855;cds_bp_overlap_same_phase=855
transcript	Liftoff	gene:ENSSSAG00000065800	transcript:ENSSSAT00000110461	Ensembl	gene:ENSSSAG00000065800	transcript:ENSSSAT00000110460	exonsA=2;exonsB=3;match_exons=1;intronsA=1;intronsB=2;match_introns=1;bpA=1065;bpB=1566;bp_overlap=849;cds_bpA=855;cds_bpB=855;cds_bp_overlap_same_phase=777
gene	Liftoff	gene:ENSSSAG00000065802	.	Ensembl	gene:ENSSSAG00000065802	.	txA=1;txB=1;overlap_tx_pairs=1;matching_tx_pairs=1;exon_bp_A=1412;exon_bp_B=1412;exon_bp_overlap=1412;gene_bp_overlap=3553;strand_match=1
transcript	Liftoff	gene:ENSSSAG00000065802	transcript:ENSSSAT00000110464	Ensembl	gene:ENSSSAG00000065802	transcript:ENSSSAT00000110464	exonsA=2;exonsB=2;match_exons=2;intronsA=1;intronsB=1;match_introns=1;bpA=1412;bpB=1412;bp_overlap=1412;cds_bpA=924;cds_bpB=924;cds_bp_overlap_same_phase=924
