gene_id	worst_effect
ENSSSAG00000039463	nonsynonymous
ENSSSAG00000039505	stop_gained
ENSSSAG00000039564	synonymous
ENSSSAG00000039619	nonsynonymous
ENSSSAG00000040038	identical
ENSSSAG00000040050	identical
ENSSSAG00000040094	identical
ENSSSAG00000040747	identical
ENSSSAG00000040769	identical
ENSSSAG00000040791	nonsynonymous
ENSSSAG00000040844	frameshift
ENSSSAG00000040855	identical
ENSSSAG00000040876	identical
ENSSSAG00000040956	nonsynonymous
ENSSSAG00000041110	identical
ENSSSAG00000041125	identical
ENSSSAG00000041140	synonymous
ENSSSAG00000041210	frameshift
ENSSSAG00000041214	nonsynonymous
ENSSSAG00000041224	nonsynonymous
ENSSSAG00000041275	synonymous
ENSSSAG00000032345	identical
ENSSSAG00000041428	identical
ENSSSAG00000041469	identical
ENSSSAG00000041476	identical
ENSSSAG00000041487	identical
ENSSSAG00000041496	identical
ENSSSAG00000041503	identical
ENSSSAG00000041575	frameshift
ENSSSAG00000044916	frameshift
ENSSSAG00000045361	synonymous
ENSSSAG00000067280	synonymous
ENSSSAG00000067291	identical
ENSSSAG00000067295	inframe_insertion
ENSSSAG00000067313	synonymous
ENSSSAG00000067322	synonymous
ENSSSAG00000067553	identical
ENSSSAG00000067572	identical
ENSSSAG00000067574	synonymous
ENSSSAG00000067583	frameshift
ENSSSAG00000067594	identical
ENSSSAG00000067704	identical
ENSSSAG00000067732	frameshift
ENSSSAG00000067785	identical
ENSSSAG00000067799	identical
ENSSSAG00000067827	nonsynonymous
ENSSSAG00000068270	frameshift
ENSSSAG00000073956	synonymous
ENSSSAG00000073973	identical
ENSSSAG00000073978	synonymous
ENSSSAG00000073988	nonsynonymous
ENSSSAG00000074007	identical
ENSSSAG00000074025	start_lost
ENSSSAG00000074615	identical
ENSSSAG00000074624	synonymous
ENSSSAG00000074643	identical
ENSSSAG00000074657	identical
ENSSSAG00000074660	identical
ENSSSAG00000074666	identical
ENSSSAG00000074673	synonymous
ENSSSAG00000074680	identical
ENSSSAG00000074683	frameshift
ENSSSAG00000074690	identical
ENSSSAG00000074706	nonsynonymous
ENSSSAG00000074741	identical
ENSSSAG00000075510	identical
ENSSSAG00000075512	identical
ENSSSAG00000075513	identical
ENSSSAG00000075516	frameshift
ENSSSAG00000033238	identical
ENSSSAG00000076260	nonsynonymous
ENSSSAG00000076261	identical
ENSSSAG00000076263	identical
ENSSSAG00000076266	identical
ENSSSAG00000072998	start_lost
ENSSSAG00000076274	identical
ENSSSAG00000076275	identical
ENSSSAG00000076278	identical
ENSSSAG00000076279	nonsynonymous
ENSSSAG00000076286	nonsynonymous
ENSSSAG00000076299	identical
ENSSSAG00000076304	identical
ENSSSAG00000076308	identical
ENSSSAG00000076311	identical
ENSSSAG00000076331	identical
ENSSSAG00000076350	identical
ENSSSAG00000076353	identical
ENSSSAG00000076357	synonymous
ENSSSAG00000076368	identical
ENSSSAG00000039486	identical
ENSSSAG00000039501	frameshift
ENSSSAG00000039516	identical
ENSSSAG00000039528	synonymous
ENSSSAG00000039575	nonsynonymous
ENSSSAG00000039869	synonymous
ENSSSAG00000041963	identical
ENSSSAG00000042048	identical
ENSSSAG00000042108	synonymous
ENSSSAG00000042197	identical
ENSSSAG00000042204	identical
ENSSSAG00000042213	identical
ENSSSAG00000042256	identical
ENSSSAG00000044014	nonsynonymous
ENSSSAG00000044070	identical
ENSSSAG00000044096	identical
ENSSSAG00000044127	synonymous
ENSSSAG00000044237	frameshift
ENSSSAG00000044252	nonsynonymous
ENSSSAG00000044396	synonymous
ENSSSAG00000045961	identical
ENSSSAG00000045985	nonsynonymous
ENSSSAG00000046242	nonsynonymous
ENSSSAG00000046257	identical
ENSSSAG00000046503	inframe_deletion
ENSSSAG00000046589	identical
ENSSSAG00000046599	identical
ENSSSAG00000046623	identical
ENSSSAG00000046629	identical
ENSSSAG00000046833	nonsynonymous
ENSSSAG00000063834	identical
ENSSSAG00000065380	inframe_deletion
ENSSSAG00000065470	identical
ENSSSAG00000065477	identical
ENSSSAG00000065482	nonsynonymous
ENSSSAG00000065523	frameshift
ENSSSAG00000066895	identical
ENSSSAG00000066906	identical
ENSSSAG00000066966	identical
ENSSSAG00000067032	identical
ENSSSAG00000067034	synonymous
ENSSSAG00000067037	identical
ENSSSAG00000067046	identical
ENSSSAG00000067049	identical
ENSSSAG00000067060	identical
ENSSSAG00000067099	identical
ENSSSAG00000067103	identical
ENSSSAG00000067108	nonsynonymous
ENSSSAG00000067133	frameshift
ENSSSAG00000067502	inframe_deletion
ENSSSAG00000067602	nonsynonymous
ENSSSAG00000067605	inframe_insertion
ENSSSAG00000067614	identical
ENSSSAG00000067628	identical
ENSSSAG00000067639	identical
ENSSSAG00000067644	identical
ENSSSAG00000067647	identical
ENSSSAG00000067664	synonymous
ENSSSAG00000067683	identical
ENSSSAG00000067710	identical
ENSSSAG00000067733	frameshift
ENSSSAG00000067988	identical
ENSSSAG00000072612	identical
ENSSSAG00000072632	identical
ENSSSAG00000072758	identical
ENSSSAG00000072825	identical
ENSSSAG00000072897	identical
ENSSSAG00000072900	identical
ENSSSAG00000072904	frameshift
ENSSSAG00000072906	nonsynonymous
ENSSSAG00000072937	start_lost
ENSSSAG00000072986	identical
ENSSSAG00000073030	identical
ENSSSAG00000073032	identical
ENSSSAG00000073058	nonsynonymous
ENSSSAG00000074073	nonsynonymous
ENSSSAG00000074076	nonsynonymous
ENSSSAG00000074129	frameshift
ENSSSAG00000074589	start_lost
ENSSSAG00000074606	identical
ENSSSAG00000074636	identical
ENSSSAG00000074646	identical
ENSSSAG00000074661	nonsynonymous
ENSSSAG00000039530	nonsynonymous
ENSSSAG00000039610	synonymous
ENSSSAG00000039737	identical
ENSSSAG00000039839	identical
ENSSSAG00000040053	nonsynonymous
ENSSSAG00000009650	identical
ENSSSAG00000073234	frameshift
ENSSSAG00000040169	identical
ENSSSAG00000045900	nonsynonymous
ENSSSAG00000045907	identical
ENSSSAG00000045911	frameshift
ENSSSAG00000045918	identical
ENSSSAG00000045931	frameshift
ENSSSAG00000046109	nonsynonymous
ENSSSAG00000054943	nonsynonymous
ENSSSAG00000054946	identical
ENSSSAG00000054948	identical
ENSSSAG00000054956	frameshift
ENSSSAG00000054961	nonsynonymous
ENSSSAG00000054966	identical
ENSSSAG00000054969	identical
ENSSSAG00000054979	identical
ENSSSAG00000054983	nonsynonymous
ENSSSAG00000055003	nonsynonymous
ENSSSAG00000055071	frameshift
ENSSSAG00000055094	identical
ENSSSAG00000055100	frameshift
ENSSSAG00000055109	identical
ENSSSAG00000055139	identical
ENSSSAG00000055198	identical
ENSSSAG00000055241	identical
ENSSSAG00000055249	inframe_deletion
ENSSSAG00000055257	identical
ENSSSAG00000055389	identical
ENSSSAG00000055394	frameshift
ENSSSAG00000055399	nonsynonymous
ENSSSAG00000055427	identical
ENSSSAG00000055508	synonymous
ENSSSAG00000071187	identical
ENSSSAG00000006716	start_lost
ENSSSAG00000006676	identical
ENSSSAG00000006651	inframe_insertion
ENSSSAG00000006635	identical
ENSSSAG00000006623	frameshift
ENSSSAG00000005934	nonsynonymous
ENSSSAG00000077925	identical
ENSSSAG00000077922	nonsynonymous
ENSSSAG00000077915	identical
ENSSSAG00000077800	frameshift
ENSSSAG00000077668	identical
ENSSSAG00000077650	nonsynonymous
ENSSSAG00000077635	identical
ENSSSAG00000077622	identical
ENSSSAG00000077610	nonsynonymous
ENSSSAG00000077457	frameshift
ENSSSAG00000077606	identical
ENSSSAG00000077398	identical
ENSSSAG00000077389	identical
ENSSSAG00000077387	nonsynonymous
ENSSSAG00000077364	identical
ENSSSAG00000077056	identical
ENSSSAG00000070643	identical
ENSSSAG00000070289	identical
ENSSSAG00000070280	identical
ENSSSAG00000070278	identical
ENSSSAG00000070256	identical
ENSSSAG00000070253	identical
ENSSSAG00000070250	identical
ENSSSAG00000068534	frameshift
ENSSSAG00000066300	nonsynonymous
ENSSSAG00000066192	identical
ENSSSAG00000065584	nonsynonymous
ENSSSAG00000065478	identical
ENSSSAG00000065466	identical
ENSSSAG00000058897	start_lost
ENSSSAG00000058643	inframe_deletion
ENSSSAG00000058662	identical
ENSSSAG00000058633	nonsynonymous
ENSSSAG00000056236	nonsynonymous
ENSSSAG00000055867	identical
ENSSSAG00000055843	stop_gained
ENSSSAG00000006832	identical
ENSSSAG00000006838	identical
ENSSSAG00000006841	nonsynonymous
ENSSSAG00000006851	synonymous
ENSSSAG00000006866	frameshift
ENSSSAG00000006867	nonsynonymous
ENSSSAG00000006870	identical
ENSSSAG00000006906	synonymous
ENSSSAG00000007314	identical
ENSSSAG00000007323	identical
ENSSSAG00000007336	identical
ENSSSAG00000007348	identical
ENSSSAG00000007361	frameshift
ENSSSAG00000007388	identical
ENSSSAG00000007421	identical
ENSSSAG00000007634	identical
ENSSSAG00000007667	synonymous
ENSSSAG00000007953	identical
ENSSSAG00000007959	identical
ENSSSAG00000007968	identical
ENSSSAG00000007991	synonymous
ENSSSAG00000008160	nonsynonymous
ENSSSAG00000034130	identical
ENSSSAG00000034299	synonymous
ENSSSAG00000036263	identical
ENSSSAG00000036380	identical
ENSSSAG00000036866	identical
ENSSSAG00000037152	identical
ENSSSAG00000037663	identical
ENSSSAG00000038288	synonymous
ENSSSAG00000038413	identical
ENSSSAG00000038989	synonymous
ENSSSAG00000040049	identical
ENSSSAG00000040109	identical
ENSSSAG00000040162	frameshift
ENSSSAG00000040243	identical
ENSSSAG00000040286	identical
ENSSSAG00000040325	identical
ENSSSAG00000040968	frameshift
ENSSSAG00000055936	synonymous
ENSSSAG00000055938	nonsynonymous
ENSSSAG00000055945	frameshift
ENSSSAG00000055954	nonsynonymous
ENSSSAG00000056058	identical
ENSSSAG00000064680	identical
ENSSSAG00000064795	frameshift
ENSSSAG00000064877	identical
ENSSSAG00000064885	identical
ENSSSAG00000064908	identical
ENSSSAG00000064937	frameshift
ENSSSAG00000065000	identical
ENSSSAG00000065014	identical
ENSSSAG00000065101	identical
ENSSSAG00000065128	identical
ENSSSAG00000065137	identical
ENSSSAG00000065159	identical
ENSSSAG00000065451	5'_truncated
ENSSSAG00000068175	frameshift
ENSSSAG00000068704	identical
ENSSSAG00000068731	synonymous
ENSSSAG00000069037	identical
ENSSSAG00000069094	identical
ENSSSAG00000069249	identical
ENSSSAG00000069297	identical
ENSSSAG00000070635	synonymous
ENSSSAG00000076312	frameshift
ENSSSAG00000076354	nonsynonymous
ENSSSAG00000076887	identical
ENSSSAG00000077011	frameshift
ENSSSAG00000077594	identical
ENSSSAG00000077604	identical
ENSSSAG00000077629	nonsynonymous
ENSSSAG00000077633	identical
ENSSSAG00000077636	identical
ENSSSAG00000077638	identical
ENSSSAG00000077641	inframe_deletion
ENSSSAG00000077648	synonymous
ENSSSAG00000077662	identical
ENSSSAG00000077667	identical
ENSSSAG00000077670	identical
ENSSSAG00000077672	identical
ENSSSAG00000077676	nonsynonymous
ENSSSAG00000077711	identical
ENSSSAG00000077717	identical
ENSSSAG00000039509	identical
ENSSSAG00000039574	synonymous
ENSSSAG00000039672	identical
ENSSSAG00000039754	identical
ENSSSAG00000039810	nonsynonymous
ENSSSAG00000040917	identical
ENSSSAG00000040969	identical
ENSSSAG00000042193	nonsynonymous
ENSSSAG00000042492	stop_gained
ENSSSAG00000058040	identical
ENSSSAG00000058079	identical
ENSSSAG00000068240	frameshift
ENSSSAG00000068243	identical
ENSSSAG00000058102	identical
ENSSSAG00000058257	frameshift
ENSSSAG00000065998	nonsynonymous
ENSSSAG00000066738	frameshift
ENSSSAG00000066762	frameshift
ENSSSAG00000066884	synonymous
ENSSSAG00000066903	identical
ENSSSAG00000066914	nonsynonymous
ENSSSAG00000067243	identical
ENSSSAG00000067253	nonsynonymous
ENSSSAG00000067303	nonsynonymous
ENSSSAG00000067310	identical
ENSSSAG00000067335	frameshift
ENSSSAG00000067402	nonsynonymous
ENSSSAG00000067425	inframe_deletion
ENSSSAG00000067452	identical
ENSSSAG00000067478	nonsynonymous
ENSSSAG00000067487	identical
ENSSSAG00000067491	identical
ENSSSAG00000067493	identical
ENSSSAG00000067499	identical
ENSSSAG00000067519	identical
ENSSSAG00000067522	nonsynonymous
ENSSSAG00000067539	frameshift
ENSSSAG00000067721	nonsynonymous
ENSSSAG00000067767	start_lost
ENSSSAG00000070309	nonsynonymous
ENSSSAG00000070311	identical
ENSSSAG00000070314	nonsynonymous
ENSSSAG00000070353	nonsynonymous
ENSSSAG00000071728	frameshift
ENSSSAG00000071730	synonymous
ENSSSAG00000071787	frameshift
ENSSSAG00000073692	identical
ENSSSAG00000073696	synonymous
ENSSSAG00000073705	identical
ENSSSAG00000073711	frameshift
ENSSSAG00000073719	frameshift
ENSSSAG00000073716	start_lost
ENSSSAG00000073721	nonsynonymous
ENSSSAG00000073724	identical
ENSSSAG00000073728	identical
ENSSSAG00000073731	identical
ENSSSAG00000073740	identical
ENSSSAG00000073768	identical
ENSSSAG00000073793	identical
ENSSSAG00000073796	identical
ENSSSAG00000073805	identical
ENSSSAG00000073806	identical
ENSSSAG00000073811	identical
ENSSSAG00000073813	nonsynonymous
ENSSSAG00000073864	identical
ENSSSAG00000075652	nonsynonymous
ENSSSAG00000075654	identical
ENSSSAG00000075656	inframe_insertion
ENSSSAG00000075663	identical
ENSSSAG00000075687	synonymous
ENSSSAG00000075689	identical
ENSSSAG00000075691	nonsynonymous
ENSSSAG00000075715	identical
ENSSSAG00000075717	frameshift
ENSSSAG00000075718	identical
ENSSSAG00000075724	identical
ENSSSAG00000075731	nonsynonymous
ENSSSAG00000075736	identical
ENSSSAG00000075737	nonsynonymous
ENSSSAG00000075739	identical
ENSSSAG00000075752	identical
ENSSSAG00000075867	frameshift
ENSSSAG00000076412	synonymous
ENSSSAG00000076431	identical
ENSSSAG00000076444	nonsynonymous
ENSSSAG00000076536	nonsynonymous
ENSSSAG00000005881	synonymous
ENSSSAG00000006052	frameshift
ENSSSAG00000007286	identical
ENSSSAG00000007294	identical
ENSSSAG00000007306	frameshift
ENSSSAG00000007326	identical
ENSSSAG00000007353	identical
ENSSSAG00000007374	frameshift
ENSSSAG00000007423	frameshift
ENSSSAG00000007498	identical
ENSSSAG00000007503	frameshift
ENSSSAG00000007511	nonsynonymous
ENSSSAG00000007517	identical
ENSSSAG00000007523	identical
ENSSSAG00000007530	nonsynonymous
ENSSSAG00000007547	nonsynonymous
ENSSSAG00000007735	identical
ENSSSAG00000007743	nonsynonymous
ENSSSAG00000007794	inframe_deletion
ENSSSAG00000008742	synonymous
ENSSSAG00000008848	identical
ENSSSAG00000008879	synonymous
ENSSSAG00000009206	nonsynonymous
ENSSSAG00000009224	nonsynonymous
ENSSSAG00000009334	identical
ENSSSAG00000012359	nonsynonymous
ENSSSAG00000046331	synonymous
ENSSSAG00000046558	identical
ENSSSAG00000046613	identical
ENSSSAG00000046715	synonymous
ENSSSAG00000047251	identical
ENSSSAG00000047263	nonsynonymous
ENSSSAG00000047358	frameshift
ENSSSAG00000054397	identical
ENSSSAG00000055218	frameshift
ENSSSAG00000055221	identical
ENSSSAG00000055414	synonymous
ENSSSAG00000066450	identical
ENSSSAG00000068064	identical
ENSSSAG00000068067	identical
ENSSSAG00000068081	synonymous
ENSSSAG00000068122	identical
ENSSSAG00000068128	identical
ENSSSAG00000068141	identical
ENSSSAG00000068145	identical
ENSSSAG00000068148	identical
ENSSSAG00000068155	identical
ENSSSAG00000068161	identical
ENSSSAG00000068187	identical
ENSSSAG00000068248	identical
ENSSSAG00000068256	identical
ENSSSAG00000068273	identical
ENSSSAG00000068278	inframe_insertion
ENSSSAG00000068283	identical
ENSSSAG00000068291	identical
ENSSSAG00000068294	synonymous
ENSSSAG00000068301	identical
ENSSSAG00000068316	identical
ENSSSAG00000068326	stop_gained
ENSSSAG00000068331	identical
ENSSSAG00000068338	identical
ENSSSAG00000068353	synonymous
ENSSSAG00000068358	synonymous
ENSSSAG00000068369	synonymous
ENSSSAG00000068378	synonymous
ENSSSAG00000068391	synonymous
ENSSSAG00000068419	identical
ENSSSAG00000068424	identical
ENSSSAG00000068428	identical
ENSSSAG00000068500	identical
ENSSSAG00000068518	synonymous
ENSSSAG00000068565	identical
ENSSSAG00000068569	identical
ENSSSAG00000068586	nonsynonymous
ENSSSAG00000031847	identical
ENSSSAG00000068579	unmapped
ENSSSAG00000068589	identical
ENSSSAG00000068595	identical
ENSSSAG00000068618	nonsynonymous
ENSSSAG00000068652	identical
ENSSSAG00000068662	identical
ENSSSAG00000068667	identical
ENSSSAG00000068683	nonsynonymous
ENSSSAG00000068700	identical
ENSSSAG00000068764	frameshift
ENSSSAG00000069218	identical
ENSSSAG00000069227	identical
ENSSSAG00000069232	identical
ENSSSAG00000069233	identical
ENSSSAG00000005864	synonymous
ENSSSAG00000005932	nonsynonymous
ENSSSAG00000006276	identical
ENSSSAG00000006301	identical
ENSSSAG00000006309	identical
ENSSSAG00000006322	identical
ENSSSAG00000006334	synonymous
ENSSSAG00000006341	identical
ENSSSAG00000006434	nonsynonymous
ENSSSAG00000006566	frameshift
ENSSSAG00000006709	nonsynonymous
ENSSSAG00000006732	nonsynonymous
ENSSSAG00000006733	synonymous
ENSSSAG00000006763	synonymous
ENSSSAG00000007027	inframe_insertion
ENSSSAG00000007030	identical
ENSSSAG00000007038	synonymous
ENSSSAG00000007056	identical
ENSSSAG00000007104	identical
ENSSSAG00000007118	synonymous
ENSSSAG00000007128	synonymous
ENSSSAG00000007137	identical
ENSSSAG00000007144	identical
ENSSSAG00000007235	synonymous
ENSSSAG00000008102	identical
ENSSSAG00000008109	identical
ENSSSAG00000008159	nonsynonymous
ENSSSAG00000008491	identical
ENSSSAG00000008497	identical
ENSSSAG00000008508	identical
ENSSSAG00000008745	frameshift
ENSSSAG00000040820	frameshift
ENSSSAG00000046116	nonsynonymous
ENSSSAG00000052797	nonsynonymous
ENSSSAG00000052800	identical
ENSSSAG00000052805	identical
ENSSSAG00000052808	identical
ENSSSAG00000052811	inframe_insertion
ENSSSAG00000052841	nonsynonymous
ENSSSAG00000052849	synonymous
ENSSSAG00000053074	synonymous
ENSSSAG00000057866	nonsynonymous
ENSSSAG00000057872	identical
ENSSSAG00000057880	3'_truncated
ENSSSAG00000057887	identical
ENSSSAG00000057928	identical
ENSSSAG00000058127	identical
ENSSSAG00000058155	synonymous
ENSSSAG00000058279	nonsynonymous
ENSSSAG00000061265	identical
ENSSSAG00000061290	inframe_deletion
ENSSSAG00000061725	inframe_deletion
ENSSSAG00000065305	identical
ENSSSAG00000065314	identical
ENSSSAG00000027718	identical
ENSSSAG00000065536	nonsynonymous
ENSSSAG00000066407	identical
ENSSSAG00000066455	identical
ENSSSAG00000066472	identical
ENSSSAG00000066474	frameshift
ENSSSAG00000066481	identical
ENSSSAG00000066506	identical
ENSSSAG00000067127	identical
ENSSSAG00000067354	start_lost
ENSSSAG00000074295	identical
ENSSSAG00000074303	identical
ENSSSAG00000074306	identical
ENSSSAG00000074314	identical
ENSSSAG00000074346	frameshift
ENSSSAG00000074597	inframe_insertion
ENSSSAG00000075128	nonsynonymous
ENSSSAG00000075260	nonsynonymous
ENSSSAG00000077784	identical
ENSSSAG00000079395	nonsynonymous
ENSSSAG00000079446	identical
ENSSSAG00000079449	identical
ENSSSAG00000079450	nonsynonymous
ENSSSAG00000079451	identical
ENSSSAG00000079454	identical
ENSSSAG00000079461	synonymous
ENSSSAG00000079478	identical
ENSSSAG00000079480	identical
ENSSSAG00000079483	identical
ENSSSAG00000079491	frameshift
ENSSSAG00000079517	nonsynonymous
ENSSSAG00000079808	identical
ENSSSAG00000080166	nonsynonymous
ENSSSAG00000080168	identical
ENSSSAG00000080170	identical
ENSSSAG00000080237	identical
ENSSSAG00000005863	identical
ENSSSAG00000005984	identical
ENSSSAG00000007232	synonymous
ENSSSAG00000007245	identical
ENSSSAG00000007295	identical
ENSSSAG00000007302	identical
ENSSSAG00000007310	identical
ENSSSAG00000007332	identical
ENSSSAG00000007349	identical
ENSSSAG00000007358	inframe_deletion
ENSSSAG00000007365	identical
ENSSSAG00000007370	identical
ENSSSAG00000007463	identical
ENSSSAG00000022878	identical
ENSSSAG00000022951	identical
ENSSSAG00000023170	identical
ENSSSAG00000025557	frameshift
ENSSSAG00000043351	identical
ENSSSAG00000043382	identical
ENSSSAG00000043594	identical
ENSSSAG00000048052	identical
ENSSSAG00000048751	identical
ENSSSAG00000048754	identical
ENSSSAG00000048800	frameshift
ENSSSAG00000049613	identical
ENSSSAG00000049625	identical
ENSSSAG00000049641	identical
ENSSSAG00000049688	nonsynonymous
ENSSSAG00000050547	identical
ENSSSAG00000050560	frameshift
ENSSSAG00000050571	identical
ENSSSAG00000050585	inframe_insertion
ENSSSAG00000050602	nonsynonymous
ENSSSAG00000050681	identical
ENSSSAG00000051655	identical
ENSSSAG00000051670	identical
ENSSSAG00000052087	identical
ENSSSAG00000052164	identical
ENSSSAG00000053059	identical
ENSSSAG00000053444	identical
ENSSSAG00000053475	frameshift
ENSSSAG00000054154	identical
ENSSSAG00000058899	identical
ENSSSAG00000058922	identical
ENSSSAG00000059138	identical
ENSSSAG00000064430	synonymous
ENSSSAG00000064468	identical
ENSSSAG00000064471	identical
ENSSSAG00000064485	identical
ENSSSAG00000064841	identical
ENSSSAG00000064844	identical
ENSSSAG00000064863	identical
ENSSSAG00000064923	identical
ENSSSAG00000064933	identical
ENSSSAG00000064936	identical
ENSSSAG00000064962	identical
ENSSSAG00000064965	identical
ENSSSAG00000064973	identical
ENSSSAG00000064980	identical
ENSSSAG00000065211	identical
ENSSSAG00000065295	identical
ENSSSAG00000065515	frameshift
ENSSSAG00000073311	nonsynonymous
ENSSSAG00000073313	identical
ENSSSAG00000073341	inframe_insertion
ENSSSAG00000073438	identical
ENSSSAG00000073528	identical
ENSSSAG00000073629	identical
ENSSSAG00000078070	nonsynonymous
ENSSSAG00000078095	identical
ENSSSAG00000078103	identical
ENSSSAG00000078127	identical
ENSSSAG00000078168	identical
ENSSSAG00000078176	identical
ENSSSAG00000078180	identical
ENSSSAG00000078181	identical
ENSSSAG00000078211	identical
ENSSSAG00000078540	identical
ENSSSAG00000078571	synonymous
ENSSSAG00000078770	identical
ENSSSAG00000078820	synonymous
ENSSSAG00000079281	identical
ENSSSAG00000079287	nonsynonymous
ENSSSAG00000079300	identical
ENSSSAG00000079304	identical
ENSSSAG00000079307	identical
ENSSSAG00000079319	identical
ENSSSAG00000039526	identical
ENSSSAG00000039586	identical
ENSSSAG00000039652	identical
ENSSSAG00000039732	identical
ENSSSAG00000039757	identical
ENSSSAG00000039813	nonsynonymous
ENSSSAG00000040424	nonsynonymous
ENSSSAG00000040570	identical
ENSSSAG00000040585	synonymous
ENSSSAG00000040624	identical
ENSSSAG00000040637	nonsynonymous
ENSSSAG00000032379	identical
ENSSSAG00000040668	nonsynonymous
ENSSSAG00000040752	identical
ENSSSAG00000040772	identical
ENSSSAG00000040807	identical
ENSSSAG00000040827	identical
ENSSSAG00000040900	identical
ENSSSAG00000041833	identical
ENSSSAG00000041934	identical
ENSSSAG00000041945	identical
ENSSSAG00000041964	frameshift
ENSSSAG00000041970	identical
ENSSSAG00000041976	identical
ENSSSAG00000041990	identical
ENSSSAG00000042361	nonsynonymous
ENSSSAG00000063131	identical
ENSSSAG00000063177	identical
ENSSSAG00000063211	frameshift
ENSSSAG00000063484	identical
ENSSSAG00000063513	identical
ENSSSAG00000063523	nonsynonymous
ENSSSAG00000063540	identical
ENSSSAG00000063552	identical
ENSSSAG00000063612	identical
ENSSSAG00000063623	nonsynonymous
ENSSSAG00000063630	frameshift
ENSSSAG00000063645	identical
ENSSSAG00000063702	inframe_deletion
ENSSSAG00000065749	synonymous
ENSSSAG00000065754	identical
ENSSSAG00000065760	5'_truncated
ENSSSAG00000066021	nonsynonymous
ENSSSAG00000066027	synonymous
ENSSSAG00000066030	nonsynonymous
ENSSSAG00000066067	identical
ENSSSAG00000067358	nonsynonymous
ENSSSAG00000067399	identical
ENSSSAG00000068130	frameshift
ENSSSAG00000068139	identical
ENSSSAG00000068144	identical
ENSSSAG00000068147	inframe_deletion
ENSSSAG00000068151	identical
ENSSSAG00000068176	identical
ENSSSAG00000068690	synonymous
ENSSSAG00000068717	frameshift
ENSSSAG00000069090	frameshift
ENSSSAG00000069109	nonsynonymous
ENSSSAG00000069134	identical
ENSSSAG00000052558	identical
ENSSSAG00000069148	identical
ENSSSAG00000069250	frameshift
ENSSSAG00000070927	identical
ENSSSAG00000070939	identical
ENSSSAG00000070945	nonsynonymous
ENSSSAG00000070976	frameshift
ENSSSAG00000070985	start_lost
ENSSSAG00000070997	identical
ENSSSAG00000071005	frameshift
ENSSSAG00000071012	identical
ENSSSAG00000071021	identical
ENSSSAG00000071030	nonsynonymous
ENSSSAG00000071086	nonsynonymous
ENSSSAG00000071504	identical
ENSSSAG00000071505	identical
ENSSSAG00000071507	synonymous
ENSSSAG00000071514	identical
ENSSSAG00000071525	identical
ENSSSAG00000071531	identical
ENSSSAG00000071536	identical
ENSSSAG00000071541	identical
ENSSSAG00000071543	nonsynonymous
ENSSSAG00000071610	frameshift
ENSSSAG00000073535	identical
ENSSSAG00000073536	identical
ENSSSAG00000073542	identical
ENSSSAG00000073549	identical
ENSSSAG00000073555	identical
ENSSSAG00000073559	identical
ENSSSAG00000039522	identical
ENSSSAG00000039577	identical
ENSSSAG00000039647	inframe_deletion
ENSSSAG00000039666	frameshift
ENSSSAG00000039897	synonymous
ENSSSAG00000044002	identical
ENSSSAG00000044027	identical
ENSSSAG00000044118	identical
ENSSSAG00000044145	identical
ENSSSAG00000044149	identical
ENSSSAG00000044224	identical
ENSSSAG00000044228	identical
ENSSSAG00000044234	identical
ENSSSAG00000044238	identical
ENSSSAG00000044248	nonsynonymous
ENSSSAG00000044256	identical
ENSSSAG00000044287	identical
ENSSSAG00000044426	identical
ENSSSAG00000044436	identical
ENSSSAG00000044441	nonsynonymous
ENSSSAG00000044450	identical
ENSSSAG00000044808	identical
ENSSSAG00000044813	identical
ENSSSAG00000044830	identical
ENSSSAG00000044844	identical
ENSSSAG00000044857	identical
ENSSSAG00000044959	nonsynonymous
ENSSSAG00000045078	identical
ENSSSAG00000045046	inframe_deletion
ENSSSAG00000045128	identical
ENSSSAG00000045405	synonymous
ENSSSAG00000056107	identical
ENSSSAG00000056112	nonsynonymous
ENSSSAG00000056140	synonymous
ENSSSAG00000056467	identical
ENSSSAG00000056533	identical
ENSSSAG00000059296	frameshift
ENSSSAG00000059411	frameshift
ENSSSAG00000059485	inframe_deletion
ENSSSAG00000059512	nonsynonymous
ENSSSAG00000059552	synonymous
ENSSSAG00000059565	identical
ENSSSAG00000059577	identical
ENSSSAG00000059695	identical
ENSSSAG00000063985	frameshift
ENSSSAG00000064017	nonsynonymous
ENSSSAG00000064907	identical
ENSSSAG00000065050	identical
ENSSSAG00000065062	identical
ENSSSAG00000065441	synonymous
ENSSSAG00000073339	identical
ENSSSAG00000073342	identical
ENSSSAG00000073348	identical
ENSSSAG00000073365	frameshift
ENSSSAG00000073377	identical
ENSSSAG00000073380	identical
ENSSSAG00000073386	nonsynonymous
ENSSSAG00000073411	frameshift
ENSSSAG00000073471	frameshift
ENSSSAG00000073472	identical
ENSSSAG00000073481	identical
ENSSSAG00000073485	inframe_deletion
ENSSSAG00000072000	start_lost
ENSSSAG00000073963	identical
ENSSSAG00000073976	nonsynonymous
ENSSSAG00000074038	identical
ENSSSAG00000074044	identical
ENSSSAG00000074049	identical
ENSSSAG00000074054	identical
ENSSSAG00000074055	identical
ENSSSAG00000074058	identical
ENSSSAG00000074059	identical
ENSSSAG00000074061	identical
ENSSSAG00000074063	nonsynonymous
ENSSSAG00000074070	identical
ENSSSAG00000074123	identical
ENSSSAG00000074127	identical
