feature	annA	geneA	txA	annB	geneB	txB	stats
gene	ann1	gene:ENSSSAG00075032815	.	ann2	gene:ENSSSAG00000080457	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9477;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2150;overlap_bp=2041;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075038464	.	ann2	gene:ENSSSAG00000080463	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.3443;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=1824;note_split_or_merge_A=2;overlap_bp=628;partner_countA=2;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075038464	.	ann2	gene:ENSSSAG00000080471	.	antisense_overlap=0.0528;class=NotMapped;class_initial=NotMapped;exon_union_bp=5453;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=288;partner_countA=2;partner_countB=2;strand_match=0
gene	ann1	gene:ENSSSAG00075038477	.	ann2	gene:ENSSSAG00000080471	.	best_coding=Green;best_jaccard_cds_phase=0.9864;best_jaccard_exon=0.7162;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=5113;note_split_or_merge_B=2;overlap_bp=3008;partner_countA=1;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075029470	.	ann2	gene:ENSSSAG00000080529	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9367;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=1798;overlap_bp=1464;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029475	.	ann2	gene:ENSSSAG00000040507	.	best_coding=Yellow;best_jaccard_cds_phase=0.9205;best_jaccard_exon=0.6555;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=2899;note_split_or_merge_A=2;overlap_bp=1557;partner_countA=2;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029475	.	ann2	gene:ENSSSAG00000080609	.	antisense_overlap=0.0021;class=NotMapped;class_initial=NotMapped;exon_union_bp=15967;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=4;overlap_bp=34;partner_countA=2;partner_countB=4;strand_match=0
gene	ann1	gene:ENSSSAG00075029486	.	ann2	gene:ENSSSAG00000080609	.	best_coding=Yellow;best_jaccard_cds_phase=0.7420;best_jaccard_exon=0.6596;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=13785;note_split_or_merge_B=4;overlap_bp=7740;partner_countA=1;partner_countB=4;strand_match=1
gene	ann1	gene:ENSSSAG00075029496	.	ann2	gene:ENSSSAG00000080609	.	best_coding=NotMapped;best_jaccard_cds_phase=0.0098;best_jaccard_exon=0.0085;best_noncoding=NotMapped;class=NotMapped;class_initial=NotMapped;exon_union_bp=13827;note_split_or_merge_B=4;overlap_bp=90;partner_countA=1;partner_countB=4;strand_match=1
gene	ann1	gene:ENSSSAG00075029502	.	ann2	gene:ENSSSAG00000080609	.	best_coding=Red;best_jaccard_cds_phase=0.0773;best_jaccard_exon=0.0867;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=13785;note_split_or_merge_B=4;overlap_bp=909;partner_countA=1;partner_countB=4;strand_match=1
gene	ann1	gene:ENSSSAG00075029509	.	ann2	gene:ENSSSAG00000080643	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.4578;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=4172;overlap_bp=1714;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029517	.	ann2	gene:ENSSSAG00000080649	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.1732;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=6224;overlap_bp=1078;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029521	.	ann2	gene:ENSSSAG00000080660	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.3991;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=3825;note_split_or_merge_A=2;overlap_bp=1484;partner_countA=2;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029521	.	ann2	gene:ENSSSAG00000085019	.	antisense_overlap=0.1018;class=NotMapped;class_initial=NotMapped;exon_union_bp=5847;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=595;partner_countA=2;partner_countB=2;strand_match=0
gene	ann1	gene:ENSSSAG00075029585	.	ann2	gene:ENSSSAG00000085019	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.3268;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=4768;note_split_or_merge_B=2;overlap_bp=1558;partner_countA=1;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075031306	.	ann2	gene:ENSSSAG00000080694	.	best_coding=Red;best_jaccard_cds_phase=0.3071;best_jaccard_exon=0.2101;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=5812;note_split_or_merge_B=2;overlap_bp=1058;partner_countA=1;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075031310	.	ann2	gene:ENSSSAG00000080694	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9450;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=5812;note_split_or_merge_B=2;overlap_bp=2916;partner_countA=1;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075029067	.	ann2	gene:ENSSSAG00000080697	.	best_coding=Red;best_jaccard_cds_phase=0.1707;best_jaccard_exon=0.8171;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=2640;overlap_bp=2018;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029086	.	ann2	gene:ENSSSAG00000117340	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.3661;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=4206;overlap_bp=1540;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029614	.	ann2	gene:ENSSSAG00000080706	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8600;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=4249;overlap_bp=3032;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029093	.	ann2	gene:ENSSSAG00000080738	.	best_coding=Green;best_jaccard_cds_phase=0.9990;best_jaccard_exon=0.9863;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=3846;note_split_or_merge_A=2;overlap_bp=3543;partner_countA=2;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029093	.	ann2	gene:ENSSSAG00000080825	.	antisense_overlap=0.0049;class=NotMapped;class_initial=NotMapped;exon_union_bp=7750;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=38;partner_countA=2;partner_countB=2;strand_match=0
gene	ann1	gene:ENSSSAG00075029147	.	ann2	gene:ENSSSAG00000080825	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9065;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=4245;note_split_or_merge_B=2;overlap_bp=2101;partner_countA=1;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075032324	.	ann2	gene:ENSSSAG00000080831	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.4720;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=1661;overlap_bp=784;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075032332	.	ann2	gene:ENSSSAG00000080836	.	best_coding=Yellow;best_jaccard_cds_phase=0.7551;best_jaccard_exon=0.5676;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=5043;overlap_bp=3034;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075032352	.	ann2	gene:ENSSSAG00000080854	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7314;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2897;overlap_bp=1298;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075032395	.	ann2	gene:ENSSSAG00000018086	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7055;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=1451;overlap_bp=533;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075032567	.	ann2	gene:ENSSSAG00000083555	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.1935;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=5854;note_split_or_merge_A=2;overlap_bp=1068;partner_countA=2;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075032567	.	ann2	gene:ENSSSAG00000080946	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.1159;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=5688;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=469;partner_countA=2;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075032596	.	ann2	gene:ENSSSAG00000080946	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8204;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=4620;note_split_or_merge_B=2;overlap_bp=1740;partner_countA=1;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075032618	.	ann2	gene:ENSSSAG00000118539	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7179;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=1705;overlap_bp=1224;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075032621	.	ann2	gene:ENSSSAG00000080965	.	best_coding=Green;best_jaccard_cds_phase=0.9531;best_jaccard_exon=0.7400;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=7694;overlap_bp=5491;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029772	.	ann2	gene:ENSSSAG00000081085	.	best_coding=Yellow;best_jaccard_cds_phase=0.6297;best_jaccard_exon=0.9032;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=2414;note_split_or_merge_A=2;overlap_bp=2090;partner_countA=2;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029772	.	ann2	gene:ENSSSAG00000081088	.	antisense_overlap=0.0003;class=NotMapped;class_initial=NotMapped;exon_union_bp=5995;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=2;partner_countA=2;partner_countB=2;strand_match=0
gene	ann1	gene:ENSSSAG00075029780	.	ann2	gene:ENSSSAG00000081088	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.3661;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=3874;note_split_or_merge_B=2;overlap_bp=1448;partner_countA=1;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075029798	.	ann2	gene:ENSSSAG00000081106	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9943;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=3529;note_split_or_merge_A=2;overlap_bp=3249;partner_countA=2;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029828	.	ann2	gene:ENSSSAG00000081170	.	best_coding=Green;best_jaccard_cds_phase=0.9963;best_jaccard_exon=0.9276;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2252;overlap_bp=2089;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029798	.	ann2	gene:ENSSSAG00000081180	.	antisense_overlap=0.0073;class=NotMapped;class_initial=NotMapped;exon_union_bp=9202;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=67;partner_countA=2;partner_countB=2;strand_match=0
gene	ann1	gene:ENSSSAG00075029819	.	ann2	gene:ENSSSAG00000081180	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9840;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=6020;note_split_or_merge_B=2;overlap_bp=1414;partner_countA=1;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075029834	.	ann2	gene:ENSSSAG00000081187	.	best_coding=Yellow;best_jaccard_cds_phase=0.9247;best_jaccard_exon=0.9247;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=1505;overlap_bp=1397;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075038360	.	ann2	gene:ENSSSAG00000112852	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7660;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2145;overlap_bp=1221;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075038377	.	ann2	gene:ENSSSAG00000081201	.	best_coding=Green;best_jaccard_cds_phase=0.9924;best_jaccard_exon=0.8303;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=3719;overlap_bp=2115;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075038433	.	ann2	gene:ENSSSAG00000081216	.	best_coding=Yellow;best_jaccard_cds_phase=0.9459;best_jaccard_exon=0.8881;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=4743;overlap_bp=2522;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075032829	.	ann2	gene:ENSSSAG00000081223	.	best_coding=Red;best_jaccard_cds_phase=0.1197;best_jaccard_exon=0.2633;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=4637;overlap_bp=1221;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075032837	.	ann2	gene:ENSSSAG00000081226	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.3532;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=252;overlap_bp=89;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075039011	.	ann2	gene:ENSSSAG00000081228	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7741;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=1917;overlap_bp=1484;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075031366	.	ann2	gene:ENSSSAG00000081233	.	best_coding=Red;best_jaccard_cds_phase=0.1971;best_jaccard_exon=0.7194;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=1614;overlap_bp=1087;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075031378	.	ann2	gene:ENSSSAG00000085269	.	antisense_overlap=0.1436;class=NotMapped;class_initial=NotMapped;exon_union_bp=7409;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=1064;partner_countA=2;partner_countB=2;strand_match=0
gene	ann1	gene:ENSSSAG00075031393	.	ann2	gene:ENSSSAG00000085269	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7488;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=7180;note_split_or_merge_B=2;overlap_bp=1478;partner_countA=1;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075031378	.	ann2	gene:ENSSSAG00000109778	.	best_coding=Yellow;best_jaccard_cds_phase=0.9608;best_jaccard_exon=0.1505;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=17284;note_split_or_merge_A=2;overlap_bp=1395;partner_countA=2;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029164	.	ann2	gene:ENSSSAG00000087583	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.2668;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=3253;overlap_bp=868;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029169	.	ann2	gene:ENSSSAG00000081244	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.6334;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2380;overlap_bp=1277;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029177	.	ann2	gene:ENSSSAG00000081245	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9648;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2799;overlap_bp=1862;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029186	.	ann2	gene:ENSSSAG00000116528	.	best_coding=Green;best_jaccard_cds_phase=0.9733;best_jaccard_exon=0.2535;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=1891;overlap_bp=632;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029199	.	ann2	gene:ENSSSAG00000081272	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8355;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=7695;overlap_bp=3761;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075037155	.	ann2	gene:ENSSSAG00000081353	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.4871;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2373;overlap_bp=1156;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075037163	.	ann2	gene:ENSSSAG00000081033	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9847;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=3874;overlap_bp=2089;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075037212	.	ann2	gene:ENSSSAG00000038225	.	best_coding=Yellow;best_jaccard_cds_phase=0.8438;best_jaccard_exon=0.4963;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=1699;overlap_bp=473;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075037227	.	ann2	gene:ENSSSAG00000038532	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8324;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=7123;note_split_or_merge_A=2;overlap_bp=4071;partner_countA=2;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075037227	.	ann2	gene:ENSSSAG00000039707	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.0178;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=12794;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=206;partner_countA=2;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075037267	.	ann2	gene:ENSSSAG00000039707	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.6390;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=8576;note_split_or_merge_B=2;overlap_bp=2161;partner_countA=1;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075037284	.	ann2	gene:ENSSSAG00000039894	.	best_coding=Red;best_jaccard_cds_phase=0.0346;best_jaccard_exon=0.5252;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=9486;overlap_bp=4592;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075037347	.	ann2	gene:ENSSSAG00000043668	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7324;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=10356;overlap_bp=6214;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075031917	.	ann2	gene:ENSSSAG00000092086	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9953;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=9616;overlap_bp=4276;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075030077	.	ann2	gene:ENSSSAG00000054480	.	best_coding=Yellow;best_jaccard_cds_phase=0.7526;best_jaccard_exon=0.4398;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=2510;overlap_bp=1104;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029156	.	ann2	gene:ENSSSAG00000054620	.	best_coding=Green;best_jaccard_cds_phase=0.9870;best_jaccard_exon=0.9410;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=4906;overlap_bp=2611;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075032645	.	ann2	gene:ENSSSAG00000056261	.	best_coding=Yellow;best_jaccard_cds_phase=0.9484;best_jaccard_exon=0.7048;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=5234;overlap_bp=3689;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075032864	.	ann2	gene:ENSSSAG00000056283	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.1837;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2101;overlap_bp=386;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075032862	.	ann2	gene:ENSSSAG00000094111	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.5709;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=1762;overlap_bp=1006;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075032867	.	ann2	gene:ENSSSAG00000104270	.	best_coding=Red;best_jaccard_cds_phase=0.1454;best_jaccard_exon=0.1454;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=282;overlap_bp=41;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075039709	.	ann2	gene:ENSSSAG00000101314	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.6441;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2572;overlap_bp=1688;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075032884	.	ann2	gene:ENSSSAG00000056368	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8095;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2099;overlap_bp=1585;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029260	.	ann2	gene:ENSSSAG00000060126	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7508;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2424;overlap_bp=1820;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075029269	.	ann2	gene:ENSSSAG00000116691	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.4688;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2353;overlap_bp=1103;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075037481	.	ann2	gene:ENSSSAG00000101752	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.6943;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=3196;overlap_bp=2219;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075037489	.	ann2	gene:ENSSSAG00000079856	.	best_coding=Yellow;best_jaccard_cds_phase=0.8215;best_jaccard_exon=0.6515;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=3131;overlap_bp=1517;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075037556	.	ann2	gene:ENSSSAG00000062842	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9907;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=4617;overlap_bp=3382;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075037583	.	ann2	gene:ENSSSAG00000062968	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.9194;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=2963;overlap_bp=1551;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075037597	.	ann2	gene:ENSSSAG00000092808	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.4636;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=5289;overlap_bp=2452;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075033858	.	ann2	gene:ENSSSAG00000063275	.	best_coding=Green;best_jaccard_cds_phase=0.9855;best_jaccard_exon=0.8214;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=5655;overlap_bp=4078;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075034141	.	ann2	gene:ENSSSAG00000072096	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.5991;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=8711;overlap_bp=4461;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075031605	.	ann2	gene:ENSSSAG00000074283	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9861;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=4435;overlap_bp=3002;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075031625	.	ann2	gene:ENSSSAG00000074292	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8576;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=1222;overlap_bp=1048;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075031641	.	ann2	gene:ENSSSAG00000085133	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9395;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2916;overlap_bp=1536;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075031654	.	ann2	gene:ENSSSAG00000074323	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7384;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=4590;overlap_bp=2000;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075031684	.	ann2	gene:ENSSSAG00000085678	.	best_coding=NotMapped;best_jaccard_cds_phase=0.0050;best_jaccard_exon=0.0050;best_noncoding=NotMapped;class=NotMapped;class_initial=NotMapped;exon_union_bp=1212;note_split_or_merge_B=2;overlap_bp=6;partner_countA=1;partner_countB=2;strand_match=1
