feature	annA	geneA	txA	annB	geneB	txB	stats
gene	ens_lift	gene:ENSSSAG00000063451	.	ens_native	gene:ENSSSAG00000119779	.	best_coding=NotMapped;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.0456;best_noncoding=NotMapped;class=NotMapped;class_initial=NotMapped;exon_union_bp=6540;note_split_or_merge_A=2;overlap_bp=297;partner_countA=2;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000063472	.	ens_native	gene:ENSSSAG00000063472	.	best_coding=Green;best_jaccard_cds_phase=0.9922;best_jaccard_exon=0.8952;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=5881;overlap_bp=3991;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000063504	.	ens_native	gene:ENSSSAG00000063504	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8627;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=5299;overlap_bp=2270;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000063517	.	ens_native	gene:ENSSSAG00000063516	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.1833;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=6447;overlap_bp=1182;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000063522	.	ens_native	gene:ENSSSAG00000063522	.	best_coding=Yellow;best_jaccard_cds_phase=0.8826;best_jaccard_exon=0.8627;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=2040;overlap_bp=1760;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000063524	.	ens_native	gene:ENSSSAG00000114617	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.2175;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=3159;overlap_bp=687;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000063542	.	ens_native	gene:ENSSSAG00000063542	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=1690;overlap_bp=1143;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000063562	.	ens_native	gene:ENSSSAG00000063562	.	best_coding=Green;best_jaccard_cds_phase=0.9810;best_jaccard_exon=0.9355;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=4452;overlap_bp=3498;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000063833	.	ens_native	gene:ENSSSAG00000093975	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.1308;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=7847;overlap_bp=1026;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000063819	.	ens_native	gene:ENSSSAG00000063819	.	best_coding=Yellow;best_jaccard_cds_phase=0.7868;best_jaccard_exon=0.4180;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=9343;note_split_or_merge_B=3;overlap_bp=1938;partner_countA=1;partner_countB=3;strand_match=1
gene	ens_lift	gene:ENSSSAG00000063837	.	ens_native	gene:ENSSSAG00000063819	.	best_coding=Red;best_jaccard_cds_phase=0.1193;best_jaccard_exon=0.0554;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=11369;note_split_or_merge_B=3;overlap_bp=369;partner_countA=1;partner_countB=3;strand_match=1
gene	ens_lift	gene:ENSSSAG00000063843	.	ens_native	gene:ENSSSAG00000063819	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.0700;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=9052;note_split_or_merge_B=3;overlap_bp=561;partner_countA=1;partner_countB=3;strand_match=1
gene	ens_lift	gene:ENSSSAG00000063851	.	ens_native	gene:ENSSSAG00000098501	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.4453;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=5433;overlap_bp=1209;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000063982	.	ens_native	gene:ENSSSAG00000085629	.	best_coding=Yellow;best_jaccard_cds_phase=0.5034;best_jaccard_exon=0.2120;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=4356;overlap_bp=757;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000063983	.	ens_native	gene:ENSSSAG00000116056	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.5718;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=3953;overlap_bp=1239;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000063987	.	ens_native	gene:ENSSSAG00000084330	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.5081;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=4385;overlap_bp=742;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000064089	.	ens_native	gene:ENSSSAG00000064089	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.6683;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=6722;overlap_bp=4355;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000067796	.	ens_native	gene:ENSSSAG00000067796	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.5866;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=4608;overlap_bp=2181;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000067810	.	ens_native	gene:ENSSSAG00000074002	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.4798;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=3520;note_split_or_merge_A=2;overlap_bp=1685;partner_countA=2;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000067810	.	ens_native	gene:ENSSSAG00000067821	.	antisense_overlap=0.0610;class=NotMapped;class_initial=NotMapped;exon_union_bp=6348;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=387;partner_countA=2;partner_countB=2;strand_match=0
gene	ens_lift	gene:ENSSSAG00000067821	.	ens_native	gene:ENSSSAG00000067821	.	best_coding=Yellow;best_jaccard_cds_phase=0.7221;best_jaccard_exon=0.6660;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=5207;note_split_or_merge_B=2;overlap_bp=2112;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000067825	.	ens_native	gene:ENSSSAG00000067825	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=1214;note_split_or_merge_B=2;overlap_bp=1142;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000067841	.	ens_native	gene:ENSSSAG00000067825	.	antisense_overlap=0.0496;class=NotMapped;class_initial=NotMapped;exon_union_bp=8133;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=403;partner_countA=2;partner_countB=2;strand_match=0
gene	ens_lift	gene:ENSSSAG00000067841	.	ens_native	gene:ENSSSAG00000067841	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9443;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=9284;note_split_or_merge_A=2;overlap_bp=3290;partner_countA=2;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000067875	.	ens_native	gene:ENSSSAG00000067875	.	best_coding=Yellow;best_jaccard_cds_phase=0.9497;best_jaccard_exon=0.8681;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=3473;note_split_or_merge_B=2;overlap_bp=1689;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000067908	.	ens_native	gene:ENSSSAG00000067875	.	antisense_overlap=0.1968;class=NotMapped;class_initial=NotMapped;exon_union_bp=5136;note_antisense_conflict=1;note_split_or_merge_A=3;note_split_or_merge_B=2;overlap_bp=1011;partner_countA=3;partner_countB=2;strand_match=0
gene	ens_lift	gene:ENSSSAG00000067908	.	ens_native	gene:ENSSSAG00000067908	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.5494;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=7300;note_split_or_merge_A=3;note_split_or_merge_B=2;overlap_bp=1881;partner_countA=3;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000067927	.	ens_native	gene:ENSSSAG00000067908	.	antisense_overlap=0.1297;class=NotMapped;class_initial=NotMapped;exon_union_bp=7642;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=991;partner_countA=2;partner_countB=2;strand_match=0
gene	ens_lift	gene:ENSSSAG00000067908	.	ens_native	gene:ENSSSAG00000067927	.	antisense_overlap=0.0069;class=NotMapped;class_initial=NotMapped;exon_union_bp=9629;note_antisense_conflict=1;note_split_or_merge_A=3;note_split_or_merge_B=3;overlap_bp=66;partner_countA=3;partner_countB=3;strand_match=0
gene	ens_lift	gene:ENSSSAG00000067927	.	ens_native	gene:ENSSSAG00000067927	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=6640;note_split_or_merge_A=2;note_split_or_merge_B=3;overlap_bp=2507;partner_countA=2;partner_countB=3;strand_match=1
gene	ens_lift	gene:ENSSSAG00000067959	.	ens_native	gene:ENSSSAG00000067927	.	antisense_overlap=0.1644;class=NotMapped;class_initial=NotMapped;exon_union_bp=9802;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=3;overlap_bp=1611;partner_countA=2;partner_countB=3;strand_match=0
gene	ens_lift	gene:ENSSSAG00000067959	.	ens_native	gene:ENSSSAG00000073641	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8031;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=5152;note_split_or_merge_A=2;overlap_bp=1510;partner_countA=2;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000068177	.	ens_native	gene:ENSSSAG00000100554	.	best_coding=Yellow;best_jaccard_cds_phase=0.9438;best_jaccard_exon=0.6098;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=7994;note_split_or_merge_A=2;overlap_bp=1799;partner_countA=2;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000068177	.	ens_native	gene:ENSSSAG00000068177	.	best_coding=Green;best_jaccard_cds_phase=0.9974;best_jaccard_exon=0.9996;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=9638;note_split_or_merge_A=2;overlap_bp=4030;partner_countA=2;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000068242	.	ens_native	gene:ENSSSAG00000068242	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.3784;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=5764;note_split_or_merge_B=2;overlap_bp=1365;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000068249	.	ens_native	gene:ENSSSAG00000068242	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.2299;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=5764;note_split_or_merge_B=2;overlap_bp=764;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000068254	.	ens_native	gene:ENSSSAG00000068254	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=1496;note_split_or_merge_B=2;overlap_bp=1091;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000036347	.	ens_native	gene:ENSSSAG00000068254	.	best_coding=NotMapped;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.0150;best_noncoding=NotMapped;class=NotMapped;class_initial=NotMapped;exon_union_bp=1778;note_split_or_merge_B=2;overlap_bp=24;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000068349	.	ens_native	gene:ENSSSAG00000036347	.	best_coding=NotMapped;best_jaccard_cds_phase=0.0221;best_jaccard_exon=0.0569;best_noncoding=NotMapped;class=NotMapped;class_initial=NotMapped;exon_union_bp=633;overlap_bp=36;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000068385	.	ens_native	gene:ENSSSAG00000073011	.	best_coding=Yellow;best_jaccard_cds_phase=0.9302;best_jaccard_exon=0.6411;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=6158;note_split_or_merge_B=2;overlap_bp=2457;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000069716	.	ens_native	gene:ENSSSAG00000073011	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.1020;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=12230;note_split_or_merge_A=3;note_split_or_merge_B=2;overlap_bp=1057;partner_countA=3;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000069658	.	ens_native	gene:ENSSSAG00000069658	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=1317;note_split_or_merge_B=2;overlap_bp=1317;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000069716	.	ens_native	gene:ENSSSAG00000069658	.	antisense_overlap=0.0991;class=NotMapped;class_initial=NotMapped;exon_union_bp=7982;note_antisense_conflict=1;note_split_or_merge_A=3;note_split_or_merge_B=2;overlap_bp=791;partner_countA=3;partner_countB=2;strand_match=0
gene	ens_lift	gene:ENSSSAG00000069716	.	ens_native	gene:ENSSSAG00000069716	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.5321;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=7659;note_split_or_merge_A=3;overlap_bp=4021;partner_countA=3;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000071138	.	ens_native	gene:ENSSSAG00000071138	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8853;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=6765;note_split_or_merge_B=3;overlap_bp=3172;partner_countA=1;partner_countB=3;strand_match=1
gene	ens_lift	gene:ENSSSAG00000071259	.	ens_native	gene:ENSSSAG00000071138	.	antisense_overlap=0.0100;class=NotMapped;class_initial=NotMapped;exon_union_bp=8638;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=3;overlap_bp=86;partner_countA=2;partner_countB=3;strand_match=0
gene	ens_lift	gene:ENSSSAG00000071264	.	ens_native	gene:ENSSSAG00000071138	.	antisense_overlap=0.0353;class=NotMapped;class_initial=NotMapped;exon_union_bp=8023;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=3;overlap_bp=283;partner_countA=2;partner_countB=3;strand_match=0
gene	ens_lift	gene:ENSSSAG00000071259	.	ens_native	gene:ENSSSAG00000071259	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=6081;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=1912;partner_countA=2;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000071264	.	ens_native	gene:ENSSSAG00000071259	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.2423;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=6098;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=1477;partner_countA=2;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000071276	.	ens_native	gene:ENSSSAG00000071276	.	best_coding=Green;best_jaccard_cds_phase=0.9744;best_jaccard_exon=0.9110;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=10925;overlap_bp=9844;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000071350	.	ens_native	gene:ENSSSAG00000071350	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=4242;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=2319;partner_countA=2;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000071353	.	ens_native	gene:ENSSSAG00000071350	.	antisense_overlap=0.6052;class=Red;class_initial=Red;exon_union_bp=4724;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=2859;partner_countA=2;partner_countB=2;strand_match=0
gene	ens_lift	gene:ENSSSAG00000071350	.	ens_native	gene:ENSSSAG00000071353	.	antisense_overlap=0.1940;class=NotMapped;class_initial=NotMapped;exon_union_bp=6303;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=1223;partner_countA=2;partner_countB=2;strand_match=0
gene	ens_lift	gene:ENSSSAG00000071353	.	ens_native	gene:ENSSSAG00000071353	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.6416;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=5207;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=3341;partner_countA=2;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000071356	.	ens_native	gene:ENSSSAG00000119022	.	best_coding=Yellow;best_jaccard_cds_phase=0.9434;best_jaccard_exon=0.6399;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=1955;overlap_bp=1251;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000071357	.	ens_native	gene:ENSSSAG00000071357	.	best_coding=Green;best_jaccard_cds_phase=0.9838;best_jaccard_exon=0.6961;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2530;overlap_bp=1095;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000071360	.	ens_native	gene:ENSSSAG00000071360	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7250;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=3382;overlap_bp=2452;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000071365	.	ens_native	gene:ENSSSAG00000071365	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9943;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=3510;overlap_bp=2678;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000071369	.	ens_native	gene:ENSSSAG00000086480	.	best_coding=NotMapped;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.0569;best_noncoding=NotMapped;class=NotMapped;class_initial=NotMapped;exon_union_bp=3325;note_split_or_merge_B=2;overlap_bp=179;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000071372	.	ens_native	gene:ENSSSAG00000086480	.	best_coding=Red;best_jaccard_cds_phase=0.2041;best_jaccard_exon=0.0936;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=3672;note_split_or_merge_B=2;overlap_bp=327;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000071378	.	ens_native	gene:ENSSSAG00000071378	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9810;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=4111;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=3433;partner_countA=2;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000071450	.	ens_native	gene:ENSSSAG00000071378	.	antisense_overlap=0.0007;class=NotMapped;class_initial=NotMapped;exon_union_bp=9344;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=7;partner_countA=2;partner_countB=2;strand_match=0
gene	ens_lift	gene:ENSSSAG00000071378	.	ens_native	gene:ENSSSAG00000071450	.	antisense_overlap=0.0117;class=NotMapped;class_initial=NotMapped;exon_union_bp=13015;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=152;partner_countA=2;partner_countB=2;strand_match=0
gene	ens_lift	gene:ENSSSAG00000071450	.	ens_native	gene:ENSSSAG00000071450	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=10190;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=4784;partner_countA=2;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000072046	.	ens_native	gene:ENSSSAG00000072046	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8765;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=5415;overlap_bp=2646;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000005316	.	ens_native	gene:ENSSSAG00000005316	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.3477;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=5663;overlap_bp=1969;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000005325	.	ens_native	gene:ENSSSAG00000089657	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.5369;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=3388;overlap_bp=1819;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000005548	.	ens_native	gene:ENSSSAG00000005548	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=5007;overlap_bp=4391;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000015231	.	ens_native	gene:ENSSSAG00000015231	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8645;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=6794;overlap_bp=5562;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000015668	.	ens_native	gene:ENSSSAG00000015668	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8258;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2861;overlap_bp=2334;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000015743	.	ens_native	gene:ENSSSAG00000015743	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=1397;overlap_bp=1303;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000015810	.	ens_native	gene:ENSSSAG00000015810	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9744;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=3183;overlap_bp=1907;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000027611	.	ens_native	gene:ENSSSAG00000027611	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.3812;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=6846;overlap_bp=2610;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000029103	.	ens_native	gene:ENSSSAG00000084310	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.5027;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=1868;overlap_bp=939;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000029722	.	ens_native	gene:ENSSSAG00000029722	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=5448;note_split_or_merge_A=2;overlap_bp=2394;partner_countA=2;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000029722	.	ens_native	gene:ENSSSAG00000121571	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7749;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=5064;note_split_or_merge_A=2;overlap_bp=1763;partner_countA=2;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000037447	.	ens_native	gene:ENSSSAG00000082093	.	best_coding=Green;best_jaccard_cds_phase=0.9868;best_jaccard_exon=0.4037;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=6047;note_split_or_merge_B=2;overlap_bp=1758;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000038735	.	ens_native	gene:ENSSSAG00000082093	.	antisense_overlap=0.0939;class=NotMapped;class_initial=NotMapped;exon_union_bp=5728;note_antisense_conflict=1;note_split_or_merge_B=2;overlap_bp=538;partner_countA=1;partner_countB=2;strand_match=0
gene	ens_lift	gene:ENSSSAG00000038784	.	ens_native	gene:ENSSSAG00000038784	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=213;overlap_bp=213;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000038968	.	ens_native	gene:ENSSSAG00000115141	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.4464;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=3416;note_split_or_merge_A=2;overlap_bp=1525;partner_countA=2;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000038968	.	ens_native	gene:ENSSSAG00000039146	.	antisense_overlap=0.0528;class=NotMapped;class_initial=NotMapped;exon_union_bp=10510;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=555;partner_countA=2;partner_countB=2;strand_match=0
gene	ens_lift	gene:ENSSSAG00000039146	.	ens_native	gene:ENSSSAG00000039146	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8219;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=9761;note_split_or_merge_B=2;overlap_bp=3576;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000040441	.	ens_native	gene:ENSSSAG00000105654	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.0251;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=8845;note_split_or_merge_B=2;overlap_bp=199;partner_countA=1;partner_countB=2;strand_match=1
